"TAG","DEL","HERBARIUM","CATEGORY","SPECID","BRAHMS","ACCESSION","BARCODE","OLDBARCODE","PHENOLOGY","COLLECTOR","PREFIX","NUMBER","SUFFIX","ADDCOLL","ADDCOLLALL","TYPE","TYPE_OF","TYPEURL","DAY","MONTH","YEAR","DATERES","FAMCLASS","ORDER","FAMILY","CF","TAXSTAT","SPECIES","DETSTATUS","DETBY","DAYIDENT","MONTHIDENT","YEARIDENT","DETDATE","DETHISTORY","DETNOTES","CURATENOTE","ORIGINSTAT","ORIGINID","CONTINENT","REGION","COUNTRY","MAJORAREA","MINORAREA","LOCPREFIX","GAZETTEER","LOCNOTES","HABITATTXT","NOTE","CULTNOTES","LATITUDE","NS","LONGITUDE","EW","LLUNIT","LLRES","LLORIG","LATLONG","LATDEC","LONGDEC","DEGSQ","MINELEV","MAXELEV","ALTRES","ALTTEXT","ALTRANGE","GEODATA","PLANTDESC","NOTES","VERNACULAR","LANGUAGE","GENUS","SP1","AUTHOR1","RANK1","SP2","AUTHOR2","RANK2","SP3","AUTHOR3","UNIQUE","HSACCODE","GAZCODE","HBCODE","HSTYPE","SPTYPE","SPNUMBER","SPCODETYPE","CSCODE","ALTCS","ADDCSCODE","DETBYCODE","CONUMBER","CCID","ENTRYDATE","WHO","NOTONLINE","DATELASTM","IMAGELIST"
"*","","L","Herbarium sheet","6000337.000000","4503377.000000","","L.3967910","","immature f","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3604","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Lamiales","Oleaceae","","acc","Chionanthus  L.","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Shrub 2 m; fruit green with white spots on surface.","Shrub 2 m; fruit green with white spots on surface.; Forest of an open, exposed, limestone substrate.","","","Chionanthus","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   1232.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452338.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967910/format/large"
"*","","L","Herbarium sheet","6000340.000000","4503378.000000","","L.3967953","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3605","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Malpighiales","Euphorbiaceae","","","Mallotus repandus (Rottler) Müll.Arg.","","Welzen, PC van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Liana, buds yellow-green.","Liana, buds yellow-green.; Forest of an open, exposed, limestone substrate.","","","Mallotus","repandus","(Rottler) Müll.Arg.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 133848.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452339.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967953/format/large"
"*","","L","Herbarium sheet","6000343.000000","4503379.000000","","L.3968453","","flower","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3606","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Dioscoreales","Dioscoreaceae","","acc","Dioscorea  L.","","Arias Guerrero, S","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Vine, male flowers mintute, yellow-green, anthers yellow-orange. Flowers fragrant.","Vine, male flowers mintute, yellow-green, anthers yellow-orange. Flowers fragrant.; Forest of an open, exposed, limestone substrate.","","","Dioscorea","","L.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","   1951.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452340.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968453/format/large"
"*","","L","Herbarium sheet","6000346.000000","4503380.000000","","L.3967349","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3607","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","acc","Litsea  Lam.","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree 3 m; petiole and pedicel with brown pubescence, buds green.","Tree 3 m; petiole and pedicel with brown pubescence, buds green.; Forest of an open, exposed, limestone substrate.","","","Litsea","","Lam.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 283313.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452341.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967349/format/large"
"*","","L","Herbarium sheet","6000349.000000","4503381.000000","","L.3968791","","mature fru","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3608","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Monimiaceae","","","Kibara moluccana Boerl. ex Perkins","","Balgooy, MMJ van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, receptacle orange fruits black.","Tree, receptacle orange fruits black.; Forest of an open, exposed, limestone substrate.","","","Kibara","moluccana","Boerl. ex Perkins","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000"," 234655.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452342.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968791/format/large"
"*","","L","Herbarium sheet","6000352.000000","4503382.000000","","L.3968013","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3609","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Ericales","Sapotaceae","","","Manilkara fasciculata (Warb.) H.J.Lam & Maas Geest.","","Rachman, IA","      0.000000","      0.000000","   2013.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree, sap white, only old flowers seen, petals brownish inside, greenish outside, pedicels light green.","Tree, sap white, only old flowers seen, petals brownish inside, greenish outside, pedicels light green.; Forest of an open, exposed, limestone substrate.","","","Manilkara","fasciculata","(Warb.) H.J.Lam & Maas Geest.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  36555.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452343.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968013/format/large"
"*","","L","Herbarium sheet","6000355.000000","4503383.000000","","L.3969449","","flower","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3610","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","near Garryales","Icacinaceae","","acc","Iodes philippinensis Merr.","","Arias Guerrero, S","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Vine with tendrils, foliage adheres to itself, all flower parts white.","Vine with tendrils, foliage adheres to itself, all flower parts white.; Forest of an open, exposed, limestone substrate.","","","Iodes","philippinensis","Merr.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  84955.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452344.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3969449/format/large"
"*","","L","Herbarium sheet","6000358.000000","4503384.000000","","L.3967958","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3611","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Malpighiales","Euphorbiaceae","","acc","Mallotus mollissimus (Geiseler) Airy Shaw","","Welzen, PC van","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Shrub 4 m, soft brown pubescence on all plant parts, younger fruit whitish-green, stigma brown, older fruit of yellow-brown, with feathery pubescence.","Shrub 4 m, soft brown pubescence on all plant parts, younger fruit whitish-green, stigma brown, older fruit of yellow-brown, with feathery pubescence.; Forest of an open, exposed, limestone substrate.","","","Mallotus","mollissimus","(Geiseler) Airy Shaw","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  85341.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452345.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967958/format/large"
"*","","L","Herbarium sheet","6000361.000000","4503385.000000","","L.3968039","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3612","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Myrtales","Myrtaceae","","acc","Decaspermum bracteatum (Roxb.) A.J.Scott","","Balgooy, MMJ van; Rachman, IA","      0.000000","      0.000000","   2015.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Forest of an open, exposed, limestone substrate.","","","      0.488333","N","    127.835833","E","DMS","3","","","      0.000000","      0.000000","","     97.000000","    105.000000","","","","","Tree 4 m, petals white, but pink at base, filaments pink, anthers purple.","Tree 4 m, petals white, but pink at base, filaments pink, anthers purple.; Forest of an open, exposed, limestone substrate.","","","Decaspermum","bracteatum","(Roxb.) A.J.Scott","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  73783.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452346.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968039/format/large"
"*","","L","Herbarium sheet","6000364.000000","4503386.000000","","L.3968687","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3613","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Sapindales","Sapindaceae","","","Alectryon myrmecophilus Leenh.","","Callmander, MW; Buerki, SC","      0.000000","      0.000000","   2014.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Vegetation along edge of totally cleared area, near main road, probably an area for future development.","","","      0.487222","N","    127.910944","E","DD","7","","","      0.000000","      0.000000","","     93.000000","      0.000000","","","","","Tree 12 m, 15 cm DBH, smooth grey bark, fruit a yellow-gold colour.","Tree 12 m, 15 cm DBH, smooth grey bark, fruit a yellow-gold colour.; Vegetation along edge of totally cleared area, near main road, probably an area for future development.","","","Alectryon","myrmecophilus","Leenh.","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","  77597.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452347.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3968687/format/large"
"*","","L","Herbarium sheet","6000367.000000","4503387.000000","","L.3967345","","","Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh","","3614","","Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loha, D","","","","","     14.000000","     12.000000","   2012.000000","","Magnoliopsidae","Laurales","Lauraceae","","acc","Beilschmiedia  Nees","","Arifiani, D","      0.000000","      0.000000","   2015.000000","","","","","","","Asia-Tropical","Malesia","Indonesia","Moluccas","Maluku Utara","","Doromesmesan","Central Halmahera. Weda Bay. Doromesmesan.","Vegetation along edge of totally cleared area, near main road, probably an area for future development.","","","      0.487222","N","    127.910944","E","DD","7","","","      0.000000","      0.000000","","     93.000000","      0.000000","","","","","Tree 10 m; 8 cm DBH, striate, grey-brown bark. Only a few open flowers seen, yellow-brown petals.","Tree 10 m; 8 cm DBH, striate, grey-brown bark. Only a few open flowers seen, yellow-brown petals.; Vegetation along edge of totally cleared area, near main road, probably an area for future development.","","","Beilschmiedia","","Nees","","","","","","","      0.000000","      0.000000"," 109435.000000","   8339.000000","      0.000000","      0.000000","    664.000000","      0.000000","      0.000000","      0.000000","      0.000000","5452348.000000","      0.000000","      1.000000","17/08/2017","Wieri","","12/10/2017","http://medialib.naturalis.nl/file/id/L.3967345/format/large"
